name,family,tv0,tv6,tv12,tv18,total_cost,plan_cost,adjustment_cost,emergency_cost,plan_kwh,final_kwh,upward_kwh,downward_kwh,emergency_kwh,spill_kwh,mean_soc,min_soc,max_soc,mean_soc_open,mean_soc_close,charge_kwh,discharge_kwh,delta_vs_v002
scalar_0.580000,scalar,0.58,0.58,0.58,0.58,13681051.370486446,13347987.167976327,272024.1629350325,61040.03957508488,21879153.110949747,21405264.180803955,502982.34499352507,976871.2751393174,10578.61971303145,2163916.635406689,7939.681885960749,1200.0,10800.0,10775.326180338388,10775.326180338388,6909140.369177004,5596403.699033373,159641.66303420998
scalar_0.495000,scalar,0.495,0.495,0.495,0.495,13681068.52506783,13347987.167976327,271867.6832039872,61213.67388751463,21879153.110949747,21404982.3456441,502982.34499352507,977153.1102991685,10603.509952771954,2163626.485429531,7939.545557097144,1200.0,10800.0,10775.326180338388,10775.326180338388,6909315.132635148,5596545.257434471,159658.81761559471
scalar_0.500000,scalar,0.5,0.5,0.5,0.5,13681068.52506783,13347987.167976327,271867.6832039872,61213.67388751463,21879153.110949747,21404982.3456441,502982.34499352507,977153.1102991685,10603.509952771954,2163626.485429531,7939.545557097144,1200.0,10800.0,10775.326180338388,10775.326180338388,6909315.132635148,5596545.257434471,159658.81761559471
scalar_0.490000,scalar,0.49,0.49,0.49,0.49,13681068.52506783,13347987.167976327,271867.6832039872,61213.67388751463,21879153.110949747,21404982.3456441,502982.34499352507,977153.1102991685,10603.509952771954,2163626.485429531,7939.545557097144,1200.0,10800.0,10775.326180338388,10775.326180338388,6909315.132635148,5596545.257434471,159658.81761559471
split_da0.500_upd0.449,split_da_upd,0.5,0.448919,0.448919,0.448919,13681074.732948732,13347987.167976327,271873.891084889,61213.67388751463,21879153.110949747,21404982.3456441,502987.1320700995,977157.897375743,10603.509952771954,2163626.485429531,7939.543566463172,1200.0,10800.0,10775.326180338388,10775.326180338388,6909315.132635148,5596545.257434471,159665.0254964959
split_da0.500_upd0.445,split_da_upd,0.5,0.445,0.445,0.445,13681074.732948732,13347987.167976327,271873.891084889,61213.67388751463,21879153.110949747,21404982.3456441,502987.1320700995,977157.897375743,10603.509952771954,2163626.485429531,7939.543566463172,1200.0,10800.0,10775.326180338388,10775.326180338388,6909315.132635148,5596545.257434471,159665.0254964959
split_da0.500_upd0.475,split_da_upd,0.5,0.475,0.475,0.475,13681074.732948732,13347987.167976327,271873.891084889,61213.67388751463,21879153.110949747,21404982.3456441,502987.1320700995,977157.897375743,10603.509952771954,2163626.485429531,7939.543566463172,1200.0,10800.0,10775.326180338388,10775.326180338388,6909315.132635148,5596545.257434471,159665.0254964959
scalar_0.620000,scalar,0.62,0.62,0.62,0.62,13681076.98394082,13347987.167976327,272049.7763894047,61040.03957508488,21879153.110949747,21405302.267727472,502982.34499352507,976833.1882157999,10578.61971303145,2163963.6562999208,7939.705438351166,1200.0,10800.0,10775.326180338388,10775.326180338388,6909093.348283771,5596365.612109857,159667.27648858353
scalar_0.505000,scalar,0.505,0.505,0.505,0.505,13681085.22528137,13347987.167976327,271884.38341752806,61213.67388751463,21879153.110949747,21405019.17893378,502982.34499352507,977116.2770094888,10603.509952771954,2163663.9978615777,7939.557364979025,1200.0,10800.0,10775.326180338388,10775.326180338388,6909311.558201637,5596542.362143327,159675.51782913506
scalar_0.510000,scalar,0.51,0.51,0.51,0.51,13681085.22528137,13347987.167976327,271884.38341752806,61213.67388751463,21879153.110949747,21405019.17893378,502982.34499352507,977116.2770094888,10603.509952771954,2163663.9978615777,7939.557364979025,1200.0,10800.0,10775.326180338388,10775.326180338388,6909311.558201637,5596542.362143327,159675.51782913506
scalar_0.520000,scalar,0.52,0.52,0.52,0.52,13681107.150564022,13347987.167976327,271906.30870017933,61213.67388751463,21879153.110949747,21405066.168395102,502982.34499352507,977069.2875481702,10603.509952771954,2163712.9796436555,7939.573588667667,1200.0,10800.0,10775.326180338388,10775.326180338388,6909301.072302904,5596533.868565353,159697.44311178662
scalar_0.530000,scalar,0.53,0.53,0.53,0.53,13681123.131189536,13347987.167976327,271922.289325692,61213.67388751463,21879153.110949747,21405100.27494832,502982.34499352507,977035.1809949471,10603.509952771954,2163749.3755465294,7939.584042872587,1200.0,10800.0,10775.326180338388,10775.326180338388,6909289.023094216,5596524.108706316,159713.42373730056
scalar_0.540000,scalar,0.54,0.54,0.54,0.54,13681123.131189536,13347987.167976327,271922.289325692,61213.67388751463,21879153.110949747,21405100.27494832,502982.34499352507,977035.1809949471,10603.509952771954,2163749.3755465294,7939.584042872587,1200.0,10800.0,10775.326180338388,10775.326180338388,6909289.023094216,5596524.108706316,159713.42373730056
scalar_0.550000,scalar,0.55,0.55,0.55,0.55,13681133.315254308,13347987.167976327,271932.4733904656,61213.67388751463,21879153.110949747,21405120.909260496,502982.34499352507,977014.5466827729,10603.509952771954,2163770.485649016,7939.589521096234,1200.0,10800.0,10775.326180338388,10775.326180338388,6909286.518934676,5596522.080337089,159723.60780207254
scalar_0.560000,scalar,0.56,0.56,0.56,0.56,13681136.681188785,13347987.167976327,271935.8393249419,61213.67388751463,21879153.110949747,21405126.376546256,502982.34499352507,977009.0793970159,10603.509952771954,2163777.2353845187,7939.594068073745,1200.0,10800.0,10775.326180338388,10775.326180338388,6909279.769199174,5596516.613051331,159726.9737365488
scalar_0.570000,scalar,0.57,0.57,0.57,0.57,13681149.775940448,13347987.167976327,271948.9340766053,61213.67388751463,21879153.110949747,21405147.37487518,502982.34499352507,976988.0810680919,10603.509952771954,2163803.159247388,7939.6102907817785,1200.0,10800.0,10775.326180338388,10775.326180338388,6909253.845336305,5596495.6147224065,159740.0684882123
scalar_0.660000,scalar,0.66,0.66,0.66,0.66,13681930.417600792,13347871.700565752,273018.6774599538,61040.03957508488,21878859.841202296,21406677.65553685,504649.6554774274,976831.8411428729,10578.61971303145,2165315.8485324765,7939.994454766202,1200.0,10800.0,10776.180126862873,10776.180126862875,6909215.430267049,5596464.49851631,160520.71014855616
scalar_0.689578,scalar,0.689578,0.689578,0.689578,0.689578,13681939.04582056,13347871.700565752,273027.30567972135,61040.03957508488,21878859.841202296,21406691.770079248,504649.6554774274,976817.7266004755,10578.61971303145,2165330.7453905162,7939.999751179053,1200.0,10800.0,10776.180126862873,10776.180126862875,6909211.3128162995,5596461.163381203,160529.33836832456
anchor_half_peak,scalar,0.6976,0.6976,0.6976,0.6976,13681945.714466432,13347871.700565752,273033.974325594,61040.03957508488,21878859.841202296,21406702.458419003,504649.6554774274,976807.0382607196,10578.61971303145,2165341.433730272,7939.999830630435,1200.0,10800.0,10776.180126862873,10776.180126862875,6909211.3128162995,5596461.163381203,160536.00701419637
scalar_0.700000,scalar,0.7,0.7,0.7,0.7,13683614.2093446,13347614.842830729,274959.326938786,61040.039575084884,21878204.764845647,21409112.426371176,507708.30934334133,976800.6478178117,10578.61971303145,2167699.320755262,7940.564182080596,1200.0,10800.0,10778.077845066706,10778.077845066706,6909485.422959367,5596683.1925970875,162204.50189236365
anchor_peak_tariff,scalar,1.3952,1.3952,1.3952,1.3952,13692742.937209811,13346522.794568157,285180.1030665684,61040.03957508489,21875436.780907713,21422280.986640498,523644.8535505963,976800.6478178117,10578.619713031452,2180653.760374642,7942.713520975554,1200.0,10800.0,10786.162812705863,10786.162812705863,6910612.373748541,5597596.022736319,171333.22975757532
scalar_0.766197,scalar,0.766197,0.766197,0.766197,0.766197,13692742.937209811,13346522.794568157,285180.1030665684,61040.03957508489,21875436.780907713,21422280.986640498,523644.8535505963,976800.6478178117,10578.619713031452,2180653.760374642,7942.713520975554,1200.0,10800.0,10786.162812705863,10786.162812705863,6910612.373748541,5597596.022736319,171333.22975757532
scalar_0.770000,scalar,0.77,0.77,0.77,0.77,13692742.937209811,13346522.794568157,285180.1030665684,61040.03957508489,21875436.780907713,21422280.986640498,523644.8535505963,976800.6478178117,10578.619713031452,2180653.760374642,7942.713520975554,1200.0,10800.0,10786.162812705863,10786.162812705863,6910612.373748541,5597596.022736319,171333.22975757532
scalar_0.900000,scalar,0.9,0.9,0.9,0.9,13692742.937209811,13346522.794568157,285180.1030665684,61040.03957508489,21875436.780907713,21422280.986640498,523644.8535505963,976800.6478178117,10578.619713031452,2180653.760374642,7942.713520975554,1200.0,10800.0,10786.162812705863,10786.162812705863,6910612.373748541,5597596.022736319,171333.22975757532
scalar_1.000000,scalar,1.0,1.0,1.0,1.0,13692742.937209811,13346522.794568157,285180.1030665684,61040.03957508489,21875436.780907713,21422280.986640498,523644.8535505963,976800.6478178117,10578.619713031452,2180653.760374642,7942.713520975554,1200.0,10800.0,10786.162812705863,10786.162812705863,6910612.373748541,5597596.022736319,171333.22975757532
anchor_roundtrip_peak,scalar,1.130112,1.130112,1.130112,1.130112,13692742.937209811,13346522.794568157,285180.1030665684,61040.03957508489,21875436.780907713,21422280.986640498,523644.8535505963,976800.6478178117,10578.619713031452,2180653.760374642,7942.713520975554,1200.0,10800.0,10786.162812705863,10786.162812705863,6910612.373748541,5597596.022736319,171333.22975757532
scalar_1.200000,scalar,1.2,1.2,1.2,1.2,13692742.937209811,13346522.794568157,285180.1030665684,61040.03957508489,21875436.780907713,21422280.986640498,523644.8535505963,976800.6478178117,10578.619713031452,2180653.760374642,7942.713520975554,1200.0,10800.0,10786.162812705863,10786.162812705863,6910612.373748541,5597596.022736319,171333.22975757532
anchor_eta_peak,scalar,1.25568,1.25568,1.25568,1.25568,13692742.937209811,13346522.794568157,285180.1030665684,61040.03957508489,21875436.780907713,21422280.986640498,523644.8535505963,976800.6478178117,10578.619713031452,2180653.760374642,7942.713520975554,1200.0,10800.0,10786.162812705863,10786.162812705863,6910612.373748541,5597596.022736319,171333.22975757532
scalar_1.400000,scalar,1.4,1.4,1.4,1.4,13692742.937209811,13346522.794568157,285180.1030665684,61040.03957508489,21875436.780907713,21422280.986640498,523644.8535505963,976800.6478178117,10578.619713031452,2180653.760374642,7942.713520975554,1200.0,10800.0,10786.162812705863,10786.162812705863,6910612.373748541,5597596.022736319,171333.22975757532
anchor_median_tariff,scalar,0.80735,0.80735,0.80735,0.80735,13692742.937209811,13346522.794568157,285180.1030665684,61040.03957508489,21875436.780907713,21422280.986640498,523644.8535505963,976800.6478178117,10578.619713031452,2180653.760374642,7942.713520975554,1200.0,10800.0,10786.162812705863,10786.162812705863,6910612.373748541,5597596.022736319,171333.22975757532
